name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht8 Sep 2022Imagining into possibility ~ every single day.#ilovemyjob#indigenomics3","Carol Anne Hilton, MBA@Hesquiaht8 Sep 2022",Imagining into possibility ~ every single day.#ilovemyjob#indigenomics,8 Sep 2022,3,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht8 Sep 2022errrr#indigenomics?BNN Bloomberg@BNNBloomberg8 Sep 2022Repsol has agreed to sell around 38,000 net hectares of land in Alberta to Canadian Pension Plan Investments Board-backed Teine Energy.bnnbloomberg.ca/repsol-sa-ag…1","Carol Anne Hilton, MBA@Hesquiaht8 Sep 2022",errrr#indigenomics?,8 Sep 2022,1,,
Brodie Guy 🇨🇦,@brodieguy,,"Brodie Guy 🇨🇦@brodieguy7 Sep 2022Grateful to continue to work with and for Kwikwasut'inuxw Haxwa'mis First Nation as they move their long-term economic vision for their Nation and territories forward#leadership#indigenomicsIsland Coastal Economic Trust@ICET_BC7 Sep 2022A new marine-based campground is coming to the Broughton Archipelago on Gilford Island, the traditional territory of the  Kwikwasut’inuxw Haxwa’mis First Nations. Learn morebit.ly/3Rp6CGP@HelloBC@DestinationCAN@IndigenousBC@CAN_Indigenous114",Brodie Guy 🇨🇦@brodieguy7 Sep 2022,Grateful to continue to work with and for Kwikwasut'inuxw Haxwa'mis First Nation as they move their long-term economic vision for their Nation and territories forward#leadership#indigenomics,7 Sep 2022,114,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht6 Sep 2022Let’s talk about it!#Courageand Indigenous women in business at#IndigenomicsSHE!#indigenouseconomy#indigenousbusiness8 weeks to go!! Registration atindigenomicsinstitute.com36","Carol Anne Hilton, MBA@Hesquiaht6 Sep 2022",Let’s talk about it!#Courageand Indigenous women in business at#IndigenomicsSHE!#indigenouseconomy#indigenousbusiness8 weeks to go!! Registration atindigenomicsinstitute.com,6 Sep 2022,36,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson3 Sep 2022Fort William Chief Peter Collins to helm new construction company: Chi Mino Ozhitoowin will participate in construction of Waasigan Transmission Line Project#Indigenomicsnorthernontariobusiness.com/…via@NorthOntarioBiz14,Don Richardson@Don_Richardson3 Sep 2022,Fort William Chief Peter Collins to helm new construction company: Chi Mino Ozhitoowin will participate in construction of Waasigan Transmission Line Project#Indigenomicsnorthernontariobusiness.com/…via@NorthOntarioBiz,3 Sep 2022,14,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht2 Sep 2022This is going to be an amazing event! Join us! As a participant, sponsor or vendor!#indigenomicsindigenomicsinstitute.com11","Carol Anne Hilton, MBA@Hesquiaht2 Sep 2022","This is going to be an amazing event! Join us! As a participant, sponsor or vendor!#indigenomicsindigenomicsinstitute.com",2 Sep 2022,11,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht2 Sep 2022Join us for the largest gathering of Indigenous womxn in business conference at#IndigenomicsSHE November 1/2nd in Vancouver!Www.indigenomicsinstitute.co…- please share!#indigenousbusiness#indigenousentrepreneur#100billion#indigenouseconomy11","Carol Anne Hilton, MBA@Hesquiaht2 Sep 2022",Join us for the largest gathering of Indigenous womxn in business conference at#IndigenomicsSHE November 1/2nd in Vancouver!Www.indigenomicsinstitute.co…- please share!#indigenousbusiness#indigenousentrepreneur#100billion#indigenouseconomy,2 Sep 2022,11,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht2 Sep 2022Tickets are selling fast for the inaugural#IndigenomicsSHE conference for Indigenous womxn in business!#indigenouseconomy#100billion#indigenousentrepreneur#riseindigenomicsinstitute.com32","Carol Anne Hilton, MBA@Hesquiaht2 Sep 2022",Tickets are selling fast for the inaugural#IndigenomicsSHE conference for Indigenous womxn in business!#indigenouseconomy#100billion#indigenousentrepreneur#riseindigenomicsinstitute.com,2 Sep 2022,32,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson2 Sep 2022The First Nations Finance Authority@theFNFAtakes initial steps toward establishing the first-ever non-profit Indigenous-owned insurance model for Indigenous communities and businesses in Canadanewswire.ca/news-releases/fi…#Indigenomics2,Don Richardson@Don_Richardson2 Sep 2022,The First Nations Finance Authority@theFNFAtakes initial steps toward establishing the first-ever non-profit Indigenous-owned insurance model for Indigenous communities and businesses in Canadanewswire.ca/news-releases/fi…#Indigenomics,2 Sep 2022,2,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson2 Sep 2022New manufacturing plant to create sustainable economic growth for Alberta First Nation: Alexander Valve and Supply, which makes valves for oil and gas industry, marks a new era of self-sustaining economic growth for Alexander First Nationcbc.ca/news/canada/edmonton/…#Indigenomics",Don Richardson@Don_Richardson2 Sep 2022,"New manufacturing plant to create sustainable economic growth for Alberta First Nation: Alexander Valve and Supply, which makes valves for oil and gas industry, marks a new era of self-sustaining economic growth for Alexander First Nationcbc.ca/news/canada/edmonton/…#Indigenomics",2 Sep 2022,,,
