title,URL,description,success,user_agent,date
Proud that Vancity’s partnership with Indigenomics supports incredible… | Michelle Laviolette,https://www.linkedin.com/posts/michelle-laviolette-71ab3839_proud-that-vancitys-partnership-with-indigenomics-activity-7069708742618988544-5rKk,Proud that Vancity’s partnership with Indigenomics supports incredible talent development! Congratulations Caleb!,True,"Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36",Unknown
"#indigenomics #indigenousbusiness #indigenouswealth #indigenousleadership… | Nathan Grandjambe, MBA",https://www.linkedin.com/posts/nathangrandjambe_indigenomics-indigenousbusiness-indigenouswealth-activity-6933085824045510656-QZLp,"Very excited and honoured to be at the Indigenomics by Design conference at Vancouver, on the traditional territory of the xʷməθkʷəjˀəm (Musqueum), səlilwətaʔɬ (Tsleil-Waututh), and Sḵwx̱wúʔmesh (Squamish) First Nations. 

ps. Yes, that&#39;s Romeo Saganash in front of the stage there. 

#indigenomics #indigenousbusiness #indigenouswealth #indigenousleadership  #TribeCalledRedTheOG",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#landback #ecuador #amazonia #siekopai | Amazon Frontlines,https://www.linkedin.com/posts/amazonfrontlines_landback-ecuador-amazonia-activity-7135697622123589633-AufL?trk=public_profile_like_view,"MAJOR WIN for Indigenous #LandBack in the Amazon Rainforest!

The great Nación Siekopai of #Ecuador, an Indigenous people who have waged a centuries-long battle against conquest, against forced displacement, against forgetting - have finally recovered ownership of their ancestral homeland in the heart of the #amazonia 

The court’s verdict is in! 104,000 acres will be returned to the #Siekopai people. Their legal victory - which recognizes their collective right to land tenure over their ancestral land - sets a huge precedent for Indigenous nations across Ecuador, and the broader Amazon, to secure permanent legal title over their forests!

After centuries of resistance against conquest, violence and racism, today is a day for rejoicing: Indigenous territories need to be in Indigenous hands!
We are honored to stand with our Siekopai partners in this struggle.",True,Mozilla/5.0 (X11; Linux x86_64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
Early bird registration ends this Friday for Indigenomics on BAY… | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_early-bird-registration-ends-this-friday-activity-7079870319712210944-talJ?trk=public_profile_like_view,"Early bird registration ends this Friday for Indigenomics on BAY STREET!

Register today to save! https://lnkd.in/evegFEqn",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
#treaty1 #naawioodena #economicdevelopment #indigenomics… | Treaty One,https://www.linkedin.com/posts/treaty-one_treaty1-naawioodena-economicdevelopment-activity-7183169989468721153-820j,"Meet Our Unlocking Opportunities at Naawi-Oodena Keynote Speakers 🔐🗣

We&#39;re excited to announce the impressive lineup of keynote speakers for the upcoming Unlocking Opportunities at Naawi-Oodena Economic Development Summit! Each speaker brings a wealth of knowledge and skills to the table and eagerly anticipate the chance to share their insights with our attendees. This event is an invaluable opportunity to explore the world of business, explore the vast array of opportunities available at Naawi-Oodena, and gain invaluable networking opportunities with a variety of influential business leaders from all sectors.

Our list of speakers includes:

-Kathleen BlueSky – Treaty One Development Corporation Interim CEO
-Chief Robert Louie – Westbank First Nation
-Ian Bushie – Government of Manitoba Minister of Indigenous Economic Development &amp; Minister of Municipal and Northern Relations, MLA for Keewatinook
-Council Chairperson Khelsilem T. – Squamish Nation
-Carol Anne Hilton, MBA, ICD.D – Indigenomics Institute, Founder &amp; CEO
-Frank Busch – Strategies North Advisory Inc., Director of Economic Development

Join us for two enriching days filled with networking, learning, and discovery. Whether you&#39;re an experienced professional eager to broaden your horizons or a budding entrepreneur seeking your next venture, this event promises something for everyone.

Tickets are selling fast—act now and secure your spot today by registering at the link below 👇🏼
https://lnkd.in/gHcpFkce

#Treaty1 #NaawiOodena #EconomicDevelopment #Indigenomics #InvestmentOpportunities #Business #FirstNations #Winnipeg #Manitoba",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",Unknown
"#dragonsden #indigenousentrepreneur #chasingdreams… | Natasha Delany BA, MBA",https://www.linkedin.com/posts/natashadelany_dragonsden-indigenousentrepreneur-chasingdreams-activity-7300035693584560129-bFIz,"15 years ago, I remember sitting on the couch watching Dragons’ Den. I loved that show, and even then—before I had a business idea, before I ever imagined being an entrepreneur—I dreamed of one day pitching on that stage.

Well, I’ve been invited to audition virtually for Dragons&#39; Den Canada  this week. No matter the outcome, I’m proud that Indigenous Projects &amp; Events  and is getting recognized. This journey isn’t just about the pitch—it’s about pushing limits, stepping into the unknown, and believing in what I’m building.

As a true hockey mom and fan, I have to throw in a Wayne Gretzky reference—“You miss 100% of the shots you don’t take.” This is me taking my shot. Every challenge, every setback, every “no” has shaped me into the entrepreneur I am today. Whether this door fully opens or not, I know one thing for sure—I’m going to keep showing up.


#DragonsDen #IndigenousEntrepreneur #ChasingDreams #IndigenousProjectsandEvents",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
Sign Up | LinkedIn,https://www.linkedin.com/posts/shanninmetatawabin_indigenousprosperity-activity-7313326052305518598-mSIJ,"500 million+ members | Manage your professional identity. Build and engage with your professional network. Access knowledge, insights and opportunities.",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
#indigenousfutures #futurisims #trade #indigenomics #economicdevelopment… | Carrie Stoddart-Smith,https://www.linkedin.com/posts/cstoddartsmith_indigenousfutures-futurisims-trade-activity-6884624479830593536-N-AL,"🎂🎉 Celebrating another successful year in business! 🥳🥳

Among the many things I’ve  learned is the power of keeping things simple. That&#39;s why I’m  celebrating birthday #2 with a simplified domain name 🎁 You can now visit at: www.opinio-native.com (although - I’m also in the process of updating our website to reflect our next step that will bring together Indigenous futurisms, international trade and economic development 🤖🤗) 

#indigenousfutures  #Futurisims #Trade #indigenomics #economicdevelopment #economies #policydevelopment #business #projects #research",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
"Huge development gets $100-million boost at Enoch Cree First Nation | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_huge-development-gets-100-million-boost-activity-7303803516345532416-mTc_,#indigenomics in action #indigenouseconomy,True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",Unknown
#economicreconciliation #indigenousentrepreneurs #decolonizingbusiness… | Janis Brooks | 16 comments,https://www.linkedin.com/posts/janisbrooks_economicreconciliation-indigenousentrepreneurs-activity-7317973457026064387-pHB2,"You can’t say you support economic reconciliation - and delay payment to your Indigenous contractors. Yet this has happened with three of my clients  in Q1 alone.

A lot of organizations say they support economic reconciliation, but their procurement systems tell a different story.

Because economic reconciliation isn’t a policy statement. It’s a practice. And it starts with something as basic and as powerful as paying Indigenous businesses on time.

Of course, all of these clients apologize for late payments.

But when you’re an Indigenous entrepreneur, an apology doesn’t cover the mortgage. It doesn’t ease the stress of running a business in systems that were never designed for you.

What’s worse? There’s often no interest, no admin fee, no recourse.

Meanwhile, those same systems expect us to:
- Navigate outdated processes
- Accept inflexible terms
- Be professional and patient, no matter the cost

It’s not that these organizations don’t care. It’s that the systems haven’t caught up with the values.

And that’s the heart of it:
Economic reconciliation isn’t about goodwill. It’s about structural change.

It means:
- Redesigning procurement to reflect Indigenous values
- Embedding flexibility, reciprocity, and shared accountability
- Understanding that equity isn’t just about access, it’s about how systems treat us once we’re in

If your systems weren’t built with Indigenous businesses in mind? You can’t just hope for better results. You have to build better systems.

This is what I help clients do. If you&#39;re committed to moving beyond performative action - Let’s talk about what true economic reconciliation could look like in your procurement practices.

#EconomicReconciliation #IndigenousEntrepreneurs #DecolonizingBusiness #SystemsChange #IndigenousRelations | 16 comments on LinkedIn",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",Unknown
Sign Up | LinkedIn,https://www.linkedin.com/posts/landback_landback-thearkeketaproject-shortfilm-activity-7274436730672361472-ytIp,"500 million+ members | Manage your professional identity. Build and engage with your professional network. Access knowledge, insights and opportunities.",True,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",Unknown
#indigenousprosperity #indigenousnationbuilder | Shannin Metatawabin ICD.D,https://www.linkedin.com/posts/shanninmetatawabin_indigenousprosperity-indigenousnationbuilder-activity-7138597556032364544-zDPQ,So proud Judy White is a new senator and my sister Albalina Metatawabin is leading the @mushkegowuk c Dev Corp. I ve known Judy a very long time and she will bring so much experience to the senate.   #indigenousprosperity #indigenousnationbuilder,True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#indigenomics #keepgoing #majorprojects #energy #indigenous… | James Delorme,https://www.linkedin.com/posts/jamesdelorme_indigenomics-keepgoing-majorprojects-activity-7308987325932257281-I2o_,"This amazing lineup brings a host of great folks on the path of sharing our stories in the important work of #indigenomics. 

I am very pleased to sharing this moment with these stellar leaders. Many thanks for Carol Anne Hilton, MBA, ICD.D for bringing these mentors together. 
Priya Bala-Miller PhD Marissa Nobauer Catherine Pennington 
Let’s #keepgoing Indigenomics! 

#majorprojects #energy #indigenous #economicreconciliation #trust #innovate #impact2025",True,Mozilla/5.0 (X11; Linux x86_64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
#indigenomics | Dennis Meeches,https://www.linkedin.com/posts/dennis-meeches-45161227_indigenomics-activity-6950126480773320704-bemq,"July 5, 2022
Fyi. Working to advance #Indigenomics 
Have a blessed day and safe travels to all.",True,Mozilla/5.0 (X11; Linux x86_64; rv:90.0) Gecko/20100101 Firefox/90.0,"July 5, 2022"
#indigenomics #indigenomics #leadership #indigenouseconomy… | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomics-indigenomics-leadership-activity-7214358185929789441-fRqP,"🌟 Did you know that bringing your leadership to Indigenomics is a powerful step towards advancing the Indigenous economy? 🌟#INDIGENOMICS is an invitation to build the partnerships, knowledge, tools and actions needed to advance the emerging 100 billion Indigenous economy.

Join us in making a meaningful impact by participating in the upcoming Indigenomics conference. Here&#39;s how you can contribute:

🔸 Register as a conference delegate
🔸 Become an Indigenomics Market vendor 
🔸 Become a sponsor or partner
🔸 Support the Indigenomics Accessibility Program
🔸 Contribute towards the Indigenomics scholarship

Your involvement helps pave the way for Indigenous economic growth and sustainability. https://lnkd.in/gFeuNZ5p 

#Indigenomics #Leadership #IndigenousEconomy #CommunityImpact #EconomicGrowth",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
"#indigenomics #womenempowerment #thankyouforyoursupport | Denise Young, MAct",https://www.linkedin.com/posts/deniseyoung-tigerseye_indigenomics-womenempowerment-thankyouforyoursupport-activity-7068286066297901057-CC4l,"Shout out to the team of strong powerful inspiring women who believe and are taking action to making this world a better place lead by the fierce Carolina Hilton. Thank you for the privilege of being your Event Producer.  An empowering conference of great speakers who are changing the landscape to the 100 Billion Dollar Indigenous Economy!!! Thank you to vendors, speakers and volunteers! #indigenomics #womenempowerment #thankyouforyoursupport  Tiger&#39;s Eye Advisory Group Ltd.",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenousbusiness #buyindigenous #economicreconciliation… | Steven Vanloffeld,https://www.linkedin.com/posts/vanloffeld_indigenousbusiness-buyindigenous-economicreconciliation-activity-7308815904606232576-lwNS,"A recent Statistics Canada report is a wake-up call for anyone serious about economic reconciliation. From 2005 to 2018, Indigenous-owned businesses grew by 37%. But despite this growth, major gaps persist:

a) 7.5% less productive
b) 2.7% lower revenue
c) 18.4% more likely to exit the market

These challenges are even greater in rural areas, where many Indigenous businesses operate.Structural barriers—limited capital, poor infrastructure, and geographic isolation—continue to hold back Indigenous entrepreneurs.

Resilience isn’t the issue. Access is.

If we’re serious about reconciliation, we need targeted investment, bold procurement strategies, and Indigenous-led solutions. That includes our own communities stepping up to buy from Indigenous businesses.

#IndigenousBusiness #BuyIndigenous #EconomicReconciliation #InclusiveEconomy #Procurement",True,Mozilla/5.0 (X11; Linux x86_64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
#indigenomics #irsmc #indigenotravel #keeshkeemaquah | Dennis Meeches,https://www.linkedin.com/posts/dennis-meeches-45161227_indigenomics-irsmc-indigenotravel-activity-6952705107125821440-ZFBZ?trk=public_profile_like_view,"July 12, 2022
Our Council, Board &amp; Staff hosted Travel Manitoba today at the National Indigenous Residential School Museum of Canada. It was a great gathering and we look forward to working in partnership with Colin and his team in the goal of making the IRSMC the # 1 travel destination in Manitoba, if not in Canada. 

#Indigenomics
#IRSMC
#IndigenoTravel 
#Keeshkeemaquah

Come for a visit sometime.",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","July 12, 2022"
"#indigenomics #indigenous #indigenousleadership #indigenousbusiness… | James Christopher Desmoulin, MBA, B.Comm, CIM, AICB",https://www.linkedin.com/posts/james-christopher-desmoulin-mba-b-comm-cim-aicb-7a95aa5_indigenomics-indigenous-indigenousleadership-activity-7133556035323133952-ZknG?trk=public_profile_like_view,"Talk about #indigenomics
Over the past year we have been quietly rebuilding the Indigenous Relations RG team at OPG.
#indigenous #indigenousleadership #indigenousbusiness #indigenousrelationship #canada #UN #unesco #UNAC #reconciliation",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
Indigenomics | LinkedIn,https://www.linkedin.com/company/indigenomics-institute,"Indigenomics | 5,125 followers on LinkedIn. Economics from an Indigenous worldview - #indigenomics #indigenouseconomy #indigenousbusiness  | The Indigenomics Institute is convening the people, tools, leadership and resources to grow the Indigenous economy. It is an Indigenous economic design platform.",True,"Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36",Unknown
"Gravel pit mine approval violates DRIPA, says PIB expert | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_gravel-pit-mine-approval-violates-dripa-activity-7262677270668926977-3csX,#indigenomics #indigenouseconomy #UNDRIP,True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
A great piece here about a great contributor to the Indigenous economy. | Chris Dyrda,https://www.linkedin.com/posts/chris-dyrda-582582a4_a-great-piece-here-about-a-great-contributor-activity-7268034639082991617-iorq,A great piece here about a great contributor to the Indigenous economy.,True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.59",Unknown
#wyndhamgardenwinnipegairporthotel #indigenomics | Dennis Meeches | 17 comments,https://www.linkedin.com/posts/dennis-meeches-45161227_wyndhamgardenwinnipegairporthotel-indigenomics-activity-6968306389635018755-HUsl?trk=public_profile_like_view,"August 24, 2022
 
Check out and check in at the Wyndham Garden Winnipeg Airport Hotel. Now open for business. Official Grand Opening October 5, 2022.

#WyndhamGardenWinnipegAirportHotel
#Indigenomics | 17 comments on LinkedIn",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36","August 24, 2022"
#bookserieshighlights #economicreconciliation #undrip #indigenousallyship… | BST Digital,https://www.linkedin.com/posts/bearstandingtall_bookserieshighlights-economicreconciliation-activity-7296286265539207168-JM_P,"Building Bridges Through Business: 11 Essential Reads for Meaningful Economic Reconciliation with Indigenous Communities.

As corporations globally seek authentic pathways to advance reconciliation, I’m honored to introduce Meaningful Economic Reconciliation with Indigenous Peoples – an 11-volume series designed to equip organizations with actionable strategies rooted in Indigenous wisdom and modern economic frameworks.
Why This Series Matters Now:
With Canada’s ratification of UNDRIP and growing corporate commitments to TRC Call to Action #92, this collection addresses the urgent need for transformative economic partnerships that center Indigenous self-determination. The series bridges ancestral knowledge with contemporary business practices, offering:
Blueprints for equitable resource-sharing models aligned with UNDRIP Article 39
Case studies of successful Indigenous-industry partnerships from mining to tech
Frameworks for addressing systemic barriers like capital access and infrastructure gaps
Guidance on implementing the The Partnership Accreditation in Indigenous Relations (PAIR) program.
Standout Volumes Include:
&quot;Weaving Two Worlds&quot;: Explores reconciling resource development with Indigenous land stewardship through proven relationship-building techniques.
&quot;Upholding Indigenous Economic Relationships&quot;
Critical Insights for Corporate Leaders:
Economic reconciliation boosts project success rates by 40% when Indigenous communities are equity partners. 
78% of infrastructure projects face delays without early Indigenous engagement
Digital adaptations of ceremonial practices increase team cohesion in virtual workspaces. 
&quot;This series doesn’t just check reconciliation boxes – it rewrites the playbook for ethical economic partnerships.&quot;
Special Features:
Templates for Indigenous-led impact assessments
Protocols for integrating traditional ecological knowledge
Financial models for community-owned enterprises
#BookSeriesHighlights
#EconomicReconciliation #UNDRIP #IndigenousAllyship #PARProgram #TRC92 #DecolonizeBusiness #IndigenousEconomics #CorporateResponsibility #ReconciliationInAction #LandBack #IndigenousInnovation
Call to Action:
Forward-thinking organizations are already using these volumes to:
✓ Develop Indigenous procurement strategies
✓ Co-create revenue-sharing agreements
✓ Train teams in cultural competency
✓ Implement UNDRIP-aligned policies
Explore the Full Series to transform your organization’s reconciliation journey from performative gestures to profound systemic change.

Order you bookshelf here: https://lnkd.in/gQc27RqK

#EconomicReconciliation #UNDRIP #IndigenousAllyship #PARProgram #TRC92 #DecolonizeBusiness #IndigenousEconomics #CorporateResponsibility #ReconciliationInAction #LandBack #IndigenousInnovation",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
"#indigenomics #indigenouseconomy | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_indigenomics-indigenouseconomy-activity-7300582590795628547-R9AP,#indigenomics in action #indigenouseconomy,True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",Unknown
"#LandBack Offers Common Ground for Native Tribes, Trump Admin | Opinion | James D. Diamond",https://www.linkedin.com/posts/james-d-diamond-s-j-d-7123a613_landback-offers-common-ground-for-native-activity-7291096136281374720-lxMD,"#LandBack Offers Common Ground for Native Tribes, Trump Administration, my column in Newsweek with Aja DeCoteau and Gerald Torres:",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
#indigenomics #indigenomics #fnfa #economicreconciliation… | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomics-indigenomics-fnfa-activity-7259280514786734080-8qfz,"Thank you, First Nations Finance Authority for continuing to play #Indigenomics as a Sponsor! 

We are deeply grateful to First Nations Finance Authority for their ongoing support as a Bronze Sponsor at Indigenomics on BAY STREET. Your commitment to advancing Indigenous economic growth is truly appreciated. 

A special thank you to Jody Anderson, Strategy &amp; Partnerships Advisor, for contributing as a panelist during the Deal Flow Knowledge Development and Indigenous Wealth Building session, helping to drive important conversations on Indigenous wealth creation. 

We look forward to continuing our partnership as we work together to advance economic reconciliation and Indigenous-led innovation. 

#Indigenomics #FNFA #EconomicReconciliation #IndigenousEconomy #CorporatePartnership",True,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
"#indigenomics #she #womeninbusiness #leadership | Jody Anderson, CAPA",https://www.linkedin.com/posts/jodylanderson_indigenomics-she-womeninbusiness-activity-6988101631464603649-AEpY,"Join us in beautiful Vancouver! This event will be empowering, inspiring and exciting! Only a few spots left. See you there! #indigenomics  #She #womeninbusiness  #leadership",True,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",Unknown
#indigenousentrepreneurship #mentorship #innovation #programsspecialist | Toronto Metropolitan University,https://www.linkedin.com/posts/torontometropolitanuniversity_indigenousentrepreneurship-mentorship-activity-7293728755615744001-qDxV,"Empower Indigenous entrepreneurship. DMZ is hiring a Program Coach with Indigenous lived experience to mentor Indigenous entrepreneurs, develop impactful programming and foster innovation through workshops and one-on-one guidance. Join a global tech incubator that supports bold ideas, business growth and global economic impact. https://lnkd.in/gsPb9VPE

#indigenousentrepreneurship #mentorship #innovation #programsspecialist",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#indigenomics #indigenousprosperity #indigenousleaders… | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomics-indigenousprosperity-indigenousleaders-activity-7222656217125437440-DCho,"We are delighted to welcome back Alliance Trust Company, Calgary, Canada as a Bronze sponsor for the Indigenomics SHE and Baystreet events. This returning sponsorship underscores Alliance Trust Company&#39;s ongoing commitment to supporting Indigenous economic development and reconciliation.

Sponsorship activations across multiple Indigenomics events  provide unparalleled opportunities for advancing Indigenous economic reconciliation and highlight the transformative potential of Indigenous economies. We invite other organizations to partner with Indigenomics Institute through multi-event sponsorships  to contribute meaningfully to the advancement of Indigenous economic sovereignty. 

For more information on sponsorship opportunities and how you can be part of these transformative events, please email: events@indigenomics.com

To learn more about Indigenomics Institute please visit: https://lnkd.in/gD4ahcMW and subscribe to our newsletter here: https://lnkd.in/gYW4YTfQ

#Indigenomics #Indigenousprosperity #IndigenousLeaders #Economicreconciliation #Indigenouseconomy",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#economicreconciliation #indigenomics | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_economicreconciliation-indigenomics-activity-7056663611334656000-0vi-,"We are pleased today to announce a new partnership with TELUS to advance economic reconciliation and innovation!

We are working towards collectively bringing visibility to Indigenous economic strength and reconciliation across the country. 

&quot;This partnership demonstrates the kind of commitment we need from the business community to put Indigenous economic reconciliation in action.&quot; Carol Anne Hilton, MBA 

Learn more about this partnership ➡️ https://lnkd.in/gCncK2wK

Join us at Indigenomics by DESIGN, in Vancouver May 24-26 ➡️https://lnkd.in/g9DJdhKv 

#EconomicReconciliation #Indigenomics",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Unknown
"#indigenomics #indigenousprosperity #indigneousconservationeconomy | Patricia Sayer, CPA",https://www.linkedin.com/posts/patriciasayer_indigenomics-indigenousprosperity-indigneousconservationeconomy-activity-7315883462597451776-hySl,"Thank you to Carol Anne Hilton, MBA, ICD.D and the Indigenomics team for the invitation to speak at the conference. It was a great discussion around Building Impact in the Indigenous-led Conservation Economy with Eli Enns and !Priya Bala-Miller PhD. 

“The fire of indigenous economic justice has been set in motion – unstoppable, formidable and undeniable”.  #indigenomics #indigenousprosperity #indigneousconservationeconomy",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
"#indigenomics | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_indigenomics-activity-7290057116961120256-bNK3,#indigenomics in action,True,Mozilla/5.0 (X11; Linux x86_64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
#indigenomics #indigenouseconomy #economicreconciliation… | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomics-indigenouseconomy-economicreconciliation-activity-7298760860246650880-hA-w,"Call for Vendors: Indigenomics Impact 2025!

Join us at Indigenomics Impact 2025 and showcase your business to a powerful network of Indigenous entrepreneurs, business leaders, investors, and allies committed to growing the Indigenous economy. 

Register today to secure your space and spread the word by sharing this opportunity with your network! 

https://lnkd.in/gus6wSvB

#Indigenomics #IndigenousEconomy #EconomicReconciliation #IndigenousBusiness #IndigenousEntrepreneurs #Vancouver",True,"Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36",Unknown
"Chiefs Council February 2025 | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_chiefs-council-february-2025-activity-7295502416160989184-4JTf,"“Opportunities for BC First Nations Amid the Canada-U.S. Trade War – An Indigenomics Perspective” Carol Anne Hilton presents today at the  @ubcic BC Union of Indian Chiefs Council, offering an Indigenomics perspective on how BC First Nations can navigate and seize opportunities within the evolving Canada-U.S. trade landscape.
Join the conversation on economic sovereignty, trade partnerships, technology and the how Indigenous economies are shaping the future.
#Indigenomics #UBCIC #TradeOpportunities #EconomicSovereignty #bcecon #canecon Email info@indigenomics.com for more information - https://lnkd.in/gvCsVfda",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#indigenousprosperity #canadianprosperity #investindigenous #investlocal | Shannin Metatawabin ICD.D,https://www.linkedin.com/posts/shanninmetatawabin_indigenousprosperity-canadianprosperity-activity-7295132207239622657-fJb3,"Pass the word, no better way to support the Canadian economy while standing up a nation.  Invest into an Indigenous or local Canadian business.  #IndigenousProsperity #canadianprosperity #investindigenous #investlocal",True,Mozilla/5.0 (X11; Linux x86_64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
Lets go! | Eli Enns,https://www.linkedin.com/posts/eli-enns_lets-go-activity-7304957560221052928-kleJ,Lets go!,True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",Unknown
